73729, 4
65536, 8
966671, 1
40962, 4
49156, 12
40965, 1
966665, 4
73737, 4
16396, 13
73743, 7
8208, 2
40976, 7
73748, 14
49175, 4
49176, 2
73755, 8
40986, 4
73754, 7
901137, 6
49182, 6
16416, 14
49185, 1
49186, 1
73762, 6
49188, 8
49189, 11
40997, 6
901156, 4
901155, 3
81966, 8
73780, 3
41019, 6
901170, 1
73803, 3
73802, 2
73804, 3
73807, 2
73809, 1
102, 17
901222, 3
108, 3
114, 7
115, 8
41076, 7
901241, 1
41077, 3
41078, 1
16502, 5
41079, 8
24706, 4
16516, 10
16517, 1
133, 1
16518, 4
139, 9
65677, 6
145, 5
146, 2
149, 1
901275, 3
24728, 14
155, 3
41116, 3
159, 4
901293, 4
160, 14
901294, 3
163, 19
942240, 2
901283, 4
16562, 4
901307, 8
183, 9
41146, 5
901326, 12
16580, 2
41161, 4
82127, 2
82126, 1
208, 7
212, 3
217, 9
49373, 15
49374, 1
82147, 5
82146, 5
227, 1
73956, 7
41190, 20
65767, 11
235, 11
238, 12
41209, 6
249, 4
258, 11
73986, 2
41220, 13
82187, 4
266, 5
82186, 10
901394, 5
287, 3
16673, 5
16676, 9
16679, 2
925990, 4
297, 10
983359, 8
942396, 13
308, 2
312, 15
314, 13
316, 7
41279, 11
322, 3
324, 1
24906, 8
339, 1
41299, 9
942426, 10
901467, 2
349, 14
352, 13
353, 18
41316, 1
74086, 10
359, 1
41320, 6
65896, 9
361, 6
74090, 1
364, 7
365, 5
41326, 9
41360, 9
401, 3
403, 5
917914, 6
407, 7
409, 12
424, 7
428, 3
16814, 4
433, 5
434, 1
917946, 7
16825, 2
16829, 11
447, 16
16835, 3
41413, 6
454, 3
456, 3
457, 10
464, 2
16850, 13
16853, 7
66004, 6
470, 13
472, 8
475, 5
16862, 7
66015, 2
479, 2
483, 5
901610, 1
33256, 3
490, 14
492, 2
494, 14
918014, 6
498, 1
33266, 5
499, 20
918010, 4
502, 6
41467, 11
942576, 4
918001, 8
33282, 3
66050, 9
66052, 5
33286, 2
66054, 13
522, 1
16906, 2
33291, 5
525, 3
66070, 4
41500, 1
934447, 7
33316, 5
550, 4
41512, 3
552, 7
942626, 7
557, 5
558, 3
559, 5
49712, 3
561, 1
66107, 5
571, 6
580, 1
942665, 1
593, 5
594, 7
16987, 6
16988, 4
967275, 3
614, 13
66165, 4
629, 1
66167, 4
631, 2
41592, 4
8824, 4
66169, 6
967286, 5
8825, 3
633, 6
8826, 3
8827, 3
967285, 6
8828, 3
41601, 12
641, 1
41602, 2
643, 1
66178, 1
41604, 2
647, 2
658, 1
66199, 5
663, 14
41625, 2
66203, 1
66208, 17
934573, 1
66213, 2
680, 7
82600, 2
82605, 3
82604, 7
82607, 1
82606, 11
82611, 4
82610, 10
66226, 3
82613, 6
692, 1
82612, 3
41653, 5
693, 10
942777, 9
33466, 8
33467, 5
82618, 4
699, 3
33469, 10
17086, 4
17087, 16
17088, 3
66240, 3
82627, 4
66243, 9
17090, 7
82626, 8
17092, 6
41670, 8
74440, 6
82637, 2
82636, 8
717, 7
41681, 8
33489, 3
725, 3
41688, 8
730, 4
41691, 1
41692, 3
41693, 8
41694, 7
734, 11
41696, 3
82656, 6
41698, 2
33507, 3
33508, 2
41701, 5
41703, 5
17127, 1
41704, 9
41705, 4
41707, 2
74476, 4
33518, 1
41715, 9
66293, 4
66295, 5
758, 8
41719, 7
901882, 3
33528, 2
760, 1
66296, 1
934642, 2
901901, 5
770, 6
942854, 8
942852, 4
780, 7
781, 5
41746, 9
41747, 11
788, 4
789, 1
796, 3
33567, 7
808, 1
49962, 6
967487, 6
818, 2
942907, 4
17205, 4
17206, 7
41783, 13
918326, 5
41786, 19
41787, 2
828, 1
942899, 1
49982, 7
831, 8
832, 16
49986, 13
41796, 2
82757, 5
41797, 1
843, 10
41806, 3
41807, 8
33621, 1
855, 8
859, 5
82780, 1
861, 5
82787, 2
866, 10
82786, 11
867, 8
872, 6
918372, 2
33642, 2
874, 10
41840, 3
881, 1
33653, 5
41846, 4
9078, 3
983927, 7
33658, 9
902007, 14
33660, 20
893, 2
902000, 2
33663, 19
918414, 5
41857, 5
33665, 15
902031, 8
17284, 1
82820, 1
33672, 17
951175, 10
82827, 4
82826, 2
41867, 11
926622, 5
41876, 1
82837, 8
82836, 2
25496, 3
82840, 13
33692, 5
82844, 5
82847, 3
82846, 2
918417, 1
82849, 5
902062, 4
33700, 2
934, 3
902059, 5
82857, 3
33704, 7
74664, 5
74666, 8
41901, 9
82867, 1
902079, 4
82866, 1
33716, 7
33717, 3
902069, 8
952, 10
82881, 10
41922, 4
41927, 3
969, 11
33737, 1
41935, 7
41938, 7
82898, 18
33749, 2
33750, 3
41943, 11
66518, 12
41954, 5
902120, 3
902117, 1
33773, 7
41966, 3
902115, 9
82926, 7
902142, 1
1012, 4
74740, 8
1014, 8
33783, 5
1016, 6
33785, 2
33786, 8
902134, 22
33789, 11
33791, 5
902157, 7
25601, 1
1025, 2
926732, 2
25603, 8
25604, 6
41989, 9
25606, 12
25607, 10
25608, 1
33802, 16
74763, 3
82957, 7
951298, 1
902145, 7
82956, 5
902146, 5
25616, 4
42002, 10
74772, 10
42006, 4
74776, 1
42009, 14
926743, 5
951316, 6
1051, 12
33820, 13
33822, 1
74782, 2
33825, 3
33827, 4
42031, 5
902207, 1
42035, 1
902203, 4
902199, 8
9278, 5
967757, 3
926789, 8
33868, 7
66636, 2
42063, 10
42079, 7
902255, 6
33893, 1
17509, 4
33894, 14
902247, 2
902246, 1
33899, 1
33900, 5
984162, 3
902243, 6
902242, 1
17520, 7
33918, 7
902258, 3
33921, 2
33927, 13
42120, 9
33935, 8
42127, 13
33937, 4
58516, 4
926875, 11
66713, 5
42137, 6
33945, 1
33947, 7
42141, 1
902291, 3
42142, 2
17566, 1
976047, 16
42146, 14
42149, 13
42151, 3
33959, 2
926886, 2
42153, 14
926908, 4
33971, 2
58548, 4
42166, 13
42167, 5
74936, 9
943280, 14
42175, 6
33983, 7
902349, 4
42177, 10
1221, 11
50375, 9
1224, 11
33994, 12
34001, 2
9426, 4
