2048, 53
2049, 123
2050, 67
2051, 48
2052, 4
2053, 19
2054, 127
2055, 22
2056, 35
2057, 58
2058, 44
2059, 3
2060, 7
2061, 87
2062, 62
2063, 81
2064, 7
2065, 57
2066, 3
2067, 73
2068, 13
2069, 39
2070, 3
2071, 25
2072, 39
2073, 5
2074, 30
2075, 70
2076, 24
2077, 25
2078, 80
2079, 9
2080, 13
2081, 2
2082, 44
2083, 48
2084, 32
2085, 15
2086, 58
2087, 35
2088, 59
2089, 47
2090, 2
2091, 39
2092, 60
2093, 27
2094, 14
2095, 54
2096, 61
2097, 101
2098, 27
2099, 50
2100, 55
2101, 10
2102, 31
2103, 33
2104, 8
2105, 83
2106, 47
2107, 23
2108, 86
2109, 31
2110, 2
2111, 20
2112, 75
2113, 3
2114, 6
2115, 95
2116, 1
2117, 8
2118, 40
2119, 69
2120, 4
2121, 7
2122, 17
2123, 63
2124, 57
2125, 22
2126, 105
2127, 111
2128, 67
2129, 63
2130, 62
2131, 91
2132, 11
2133, 12
2134, 86
2135, 25
2136, 31
2137, 14
2138, 58
2139, 65
2140, 8
2141, 69
2142, 51
2143, 26
2144, 71
2145, 89
2146, 55
2147, 29
2148, 32
2149, 8
2150, 45
2151, 29
2152, 17
2153, 27
2154, 16
2155, 68
2156, 3
2157, 33
2158, 25
2159, 21
2160, 24
2161, 26
2162, 14
4347, 54
4348, 39
4349, 68
4350, 104
4351, 66
4352, 69
4353, 64
4354, 14
4355, 13
4357, 73
4358, 58
4359, 73
4360, 7
4361, 64
4362, 11
4363, 1
4364, 19
4365, 34
4366, 25
9000, 67
9001, 7
9002, 37
9003, 26
9004, 83
9005, 28
9006, 101
9010, 90
9011, 42
9012, 13
9013, 88
9014, 43
9015, 24
9016, 46
9017, 1
9018, 10
9019, 98
9020, 8
9021, 22
9022, 57
9023, 65
9024, 91
9025, 84
9026, 9
9027, 38
9028, 38
9029, 20
9030, 4
9031, 69
9032, 44
9033, 43
9044, 46
9045, 13
9046, 9
9047, 14
7000, 62
9048, 24
9049, 10
7002, 40
9050, 70
7003, 44
9051, 82
7004, 10
9052, 18
7005, 27
9053, 11
7006, 100
9054, 42
7007, 4
9055, 18
7008, 23
9056, 29
7009, 10
9057, 89
7010, 16
9058, 46
7011, 77
9059, 3
7012, 31
9060, 10
7013, 141
9061, 65
7014, 66
9062, 8
7015, 52
9063, 64
7016, 15
9064, 17
7017, 34
9065, 15
7018, 80
9066, 48
9067, 17
9068, 4
9069, 50
9070, 66
9071, 107
9072, 80
9073, 50
9074, 55
9075, 34
9076, 25
9077, 20
9078, 10
9079, 17
9080, 56
9081, 39
9082, 34
9083, 68
9084, 23
9085, 7
9086, 30
9087, 52
9088, 54
9089, 3
9090, 11
9091, 8
9092, 16
9093, 40
9094, 22
9095, 51
5000, 34
9096, 18
5001, 39
9097, 52
5002, 29
9098, 4
5003, 7
9099, 22
5004, 95
9100, 45
5005, 54
9101, 40
5006, 9
9102, 32
9103, 30
5007, 4
5008, 11
9104, 53
9105, 79
5009, 66
5010, 16
9106, 45
9107, 51
5011, 85
5012, 10
9108, 7
5013, 13
9109, 70
5014, 34
9110, 89
5015, 30
9111, 4
5016, 53
9112, 25
9113, 5
5017, 71
5018, 91
9114, 13
5019, 52
9115, 17
5020, 80
9116, 68
5021, 16
9117, 67
5022, 103
9118, 102
9119, 97
5023, 45
5024, 49
9120, 8
5025, 36
9121, 32
9122, 31
5026, 68
5027, 35
9123, 32
9124, 11
5028, 26
9125, 18
5029, 10
5030, 66
9126, 58
5031, 75
9127, 14
5032, 23
9128, 105
5033, 98
9129, 42
9130, 129
5034, 4
9131, 29
5035, 46
9132, 49
5036, 65
5037, 129
9133, 86
9134, 12
5038, 87
5039, 1
9135, 44
9136, 53
5040, 21
9137, 82
5041, 34
5042, 34
9138, 5
9139, 32
5043, 26
5044, 11
9140, 15
9141, 33
5045, 11
5046, 69
9142, 3
5047, 42
3000, 61
5048, 63
9144, 79
3001, 23
9145, 73
5049, 36
9146, 54
5051, 29
9147, 19
3003, 6
3004, 18
5052, 1
9148, 58
3005, 67
5053, 37
9149, 95
3006, 2
5054, 42
9150, 56
5055, 104
9151, 91
3007, 8
5056, 13
9152, 74
5057, 62
9153, 29
3010, 33
9154, 56
3011, 29
9155, 70
5059, 65
9156, 1
5060, 133
3012, 6
3013, 106
5061, 35
9157, 68
3014, 52
5062, 9
9158, 81
3015, 69
5063, 32
9159, 80
5064, 9
9160, 11
3016, 78
9161, 37
3018, 44
5066, 4
9162, 141
9163, 5
5067, 21
9164, 116
5068, 13
3020, 10
9165, 5
5069, 37
3021, 58
9166, 67
5070, 2
3022, 47
9167, 26
3023, 77
5071, 54
9168, 35
3024, 10
5072, 81
9169, 36
3025, 29
5073, 34
9170, 34
5074, 32
9171, 25
3027, 35
5075, 66
9172, 49
3028, 6
9173, 104
3029, 125
9174, 53
3030, 20
9175, 91
3031, 23
9176, 10
3032, 63
9177, 18
3033, 34
9178, 53
3034, 125
9179, 106
3035, 46
3036, 23
9180, 4
9181, 130
3037, 56
9182, 54
3038, 19
9183, 43
3039, 9
9184, 22
3040, 86
9185, 71
3041, 2
9186, 45
3042, 16
9187, 9
3043, 11
9188, 38
3044, 8
9189, 20
3045, 120
9190, 83
3046, 35
9191, 70
3047, 24
9192, 65
3048, 47
1001, 30
9193, 34
3049, 8
1002, 38
9194, 19
3050, 57
1003, 21
9195, 7
3051, 106
1004, 5
9196, 101
3052, 19
1005, 51
9197, 47
3053, 83
9198, 47
3054, 1
1007, 66
9199, 5
3055, 63
1008, 10
9200, 62
3056, 10
1009, 43
9201, 41
3057, 23
1010, 68
9202, 67
3058, 48
1011, 37
9203, 4
3059, 15
1012, 41
9204, 48
3060, 12
1013, 34
9205, 56
3061, 48
1014, 62
9206, 48
3062, 117
1015, 27
9207, 32
3063, 13
1016, 35
9208, 8
3064, 24
1017, 76
9209, 27
3065, 35
1018, 12
9210, 5
9211, 43
3067, 15
1020, 87
9212, 25
3068, 19
1021, 26
9213, 21
3069, 27
9214, 41
3070, 22
1022, 7
1023, 12
9215, 18
3071, 28
1024, 72
9216, 26
3072, 45
1025, 16
9217, 104
3073, 46
1026, 29
9218, 76
3074, 64
1027, 72
9219, 46
3075, 13
1028, 67
9220, 32
3076, 19
1029, 39
9221, 46
3077, 26
1030, 22
9222, 99
3078, 48
1031, 84
